,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,"Macedonia, FYR",Madagascar (Malagasy),Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia),Denmark,Gabon,Kosovo,Vietnam (North Vietnam)
1997-02-28,182,0,199,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,67,0,0,0,0,2139,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,180,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,55,0,7,0,0,0,0,0,0,0,0,7,15,0,0,0,0,37,0,0,0,5,0,18,0,0,3,44,115,0,0,0,0,0,0,0,0,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0
1997-03-31,243,0,116,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,254,16,0,2,0,0,0,119,0,0,0,0,1119,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,152,6,0,1,3,0,0,0,0,101,0,0,0,2,1,0,0,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,0,22,1,0,0,0,0,18,0,0,0,0,159,0,32,0,110,0,11,5,0,0,200,1420,0,0,0,0,0,0,0,0,142,12,0,0,1,0,0,0,0,0,0,0,0,0,0
1997-04-30,191,0,34,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,107,12,0,0,0,0,0,19,0,0,0,0,1738,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,3,0,0,0,63,0,0,0,0,17,71,0,0,0,4,34,0,0,0,3,0,3,5,0,1,60,252,0,0,0,0,0,0,0,0,286,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-05-31,1553,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,195,1,0,0,0,0,0,26,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,23,0,946,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,5,0,0,0,2,2,0,9,0,3,17,0,0,0,0,2410,0,0,1,124,0,34,0,0,1,106,621,0,0,0,0,0,0,0,0,401,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-06-30,605,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,0,0,0,0,2,0,74,0,1068,0,0,309,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,0,116,0,0,0,0,0,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,5,0,0,0,18,9,0,0,0,5,85,0,0,0,0,847,0,0,0,156,0,9,0,0,0,426,2,0,0,9,0,0,0,0,0,307,122,0,0,2,0,0,0,0,0,0,0,0,0,0
1997-07-31,177,0,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,71,0,0,0,0,0,119,0,0,0,0,97,0,10,0,0,3,0,0,19,0,0,0,0,0,0,0,0,121,5,0,1,16,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,4,0,0,12,1,6,0,0,0,7,29,0,0,0,9,707,0,3,0,193,0,0,5,0,1,105,94,0,0,0,0,0,0,0,0,258,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-08-31,212,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,52,100,0,0,0,0,0,79,0,44,0,0,1001,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,65,8,0,0,0,3,9,0,0,0,0,582,0,67,0,69,0,32,4,0,0,518,455,0,0,18,0,1,0,0,0,264,61,0,0,0,0,0,31,0,0,0,0,0,0,0
1997-09-30,466,0,585,0,0,0,0,0,1,0,1,0,0,4,0,0,0,5,0,111,84,0,0,0,0,0,36,56,11,0,11,31,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,31,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,5,33,11,0,0,0,8,0,0,0,0,0,0,0,86,1,88,0,0,0,0,3,214,110,0,0,0,0,0,0,0,0,185,129,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-10-31,425,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,12,0,0,0,58,1,125,0,212,0,0,11,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,59,0,4,94,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,55,0,15,0,0,0,4,5,0,0,0,0,145,0,126,1,115,0,0,8,0,1,363,37,0,0,34,0,0,0,0,0,194,147,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-11-30,58,0,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,162,20,0,0,0,0,0,80,0,3,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,8,98,0,0,0,0,0,45,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,8,18,0,0,1,0,7,15,0,0,0,0,1161,0,37,3,95,0,9,3,0,0,181,273,0,0,0,0,0,0,0,0,168,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-12-31,98,0,125,24,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,27,106,0,0,0,62,0,64,0,2,0,0,22,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,177,2,0,113,0,0,0,0,0,7,0,0,0,0,5,0,1,0,0,0,0,0,0,0,45,0,0,0,15,0,3,0,0,0,41,0,0,0,0,0,5,0,0,0,0,451,0,13,0,221,0,0,0,0,1,233,216,0,0,0,0,3,0,0,0,90,76,0,0,1,0,0,1,0,0,0,0,0,0,0
1998-01-31,642,0,201,29,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,438,105,0,0,0,0,0,53,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,127,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,6,0,0,0,29,23,0,0,0,0,5,0,0,0,0,146,0,10,3,123,0,0,0,0,3,61,1086,0,0,0,0,3,0,0,0,100,30,0,0,2,0,0,0,0,0,0,0,0,0,0
1998-02-28,65,0,317,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,10,50,3,0,4,0,31,0,1,0,12,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,3,0,0,0,0,9,0,0,0,8,0,0,0,0,0,431,0,17,1,459,0,13,0,0,0,82,256,0,0,0,0,0,0,0,0,105,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-03-31,303,0,362,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,0,0,174,0,196,0,2,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,16,0,0,0,30,0,0,0,0,14,28,0,0,0,0,95,0,0,31,116,0,41,0,0,0,217,834,0,0,60,0,1,0,0,0,154,148,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-04-30,15,0,337,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,125,53,0,0,0,0,0,109,0,15,0,0,600,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,220,0,25,24,753,0,43,0,0,0,213,159,0,0,5,0,0,0,0,0,206,123,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-05-31,69,0,657,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,68,0,0,0,0,0,138,0,0,0,0,27,0,5,0,6,103,0,0,38,0,0,0,2,0,0,0,0,82,8,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,26,0,0,0,3,9,0,0,0,8,12,0,0,0,0,55,0,64,92,750,0,73,0,0,2,178,523,0,0,5,0,0,0,0,0,245,225,0,0,0,0,0,3,0,0,0,0,0,0,0
1998-06-30,105,0,394,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,64,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,95,0,0,0,0,0,0,0,270,0,0,0,149,1,3,35,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,61,0,0,0,14,17,0,0,0,0,10,0,0,0,0,58,0,10,32,79,0,40,0,0,2,623,579,0,0,0,0,0,1,0,0,217,128,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-07-31,427,0,145,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,12,0,2,0,0,0,44,0,0,0,0,26,0,3,0,0,700,0,0,0,0,0,0,0,111,0,0,0,177,53,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,21,0,0,0,82,17,0,0,0,0,38,0,0,0,0,228,0,5,103,152,0,0,32,0,0,97,565,0,0,0,0,0,0,0,0,147,162,0,0,0,0,0,1,0,0,0,0,0,0,0
1998-08-31,7144,0,160,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,294,0,7,0,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,2,6,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,29,0,0,0,70,17,0,0,0,1,5,0,0,0,0,143,0,80,72,124,0,0,1,0,0,233,52,0,0,6,0,0,3,0,0,262,69,0,0,29,0,0,0,0,0,0,0,0,0,0
1998-09-30,1169,0,164,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,2,0,0,0,50,0,20,0,0,614,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,78,13,0,0,0,0,0,0,0,0,0,0,0,32,0,15,0,0,0,53,8,0,0,0,0,12,0,0,0,0,120,0,0,85,249,0,0,6,0,0,1068,667,0,0,0,0,0,0,0,0,126,90,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-10-31,632,0,296,216,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,50,12,0,0,0,0,0,175,0,51,0,0,109,0,0,0,0,11,0,0,0,0,0,0,0,106,0,0,0,155,17,2,0,2,0,0,0,0,147,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,56,0,0,0,25,3,0,0,0,2,7,0,0,0,2,18,0,67,21,358,0,0,0,0,0,323,154,0,0,0,0,8,0,0,0,189,13,0,0,0,0,0,5,0,0,0,0,0,0,0
1998-11-30,446,0,78,130,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,132,0,1,0,0,0,0,268,0,41,0,0,1381,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,89,19,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,39,0,61,0,0,0,0,1,0,0,0,0,6,0,0,0,5,252,0,65,16,138,0,18,0,0,0,65,56,0,0,511,0,0,0,0,0,242,70,0,0,0,0,0,0,0,0,1,0,0,0,0
1998-12-31,1133,0,121,611,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,112,0,0,1,0,0,0,109,40,3359,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,57,0,0,0,51,0,0,0,0,0,6,0,0,0,0,0,0,0,52,1162,0,69,0,0,0,185,97,0,0,0,0,0,0,0,0,54,69,0,0,0,0,0,1,0,0,0,0,0,0,0
1999-01-31,162,0,200,217,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,142,0,248,0,1,600,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,100,62,0,5,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,29,0,0,0,9,16,0,0,0,11,13,0,0,0,0,0,0,0,89,2810,0,103,12,0,0,123,427,0,0,1,0,0,0,0,0,62,31,0,0,0,0,0,1,0,0,0,0,0,0,0
1999-02-28,3,0,96,206,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,126,0,78,0,21,0,0,236,0,0,0,15068,12,0,0,0,0,0,0,0,45,0,0,0,120,52,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,19,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,4,370,0,0,0,0,0,118,88,0,0,0,0,0,0,0,0,91,59,0,0,0,0,16,5,0,0,0,0,0,0,0
1999-03-31,47,0,124,349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,28,0,154,0,8,0,0,1146,0,0,0,2000,3,0,0,0,0,0,0,0,0,0,0,0,127,193,0,1,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,49,0,0,0,1,0,0,48,0,0,13,0,0,0,0,0,0,1,442,365,0,40,0,0,0,62,162,0,0,0,0,0,0,0,0,95,80,0,0,0,0,11,2,0,0,1,0,0,0,0
1999-04-30,113,6,86,252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,78,0,6,0,18,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,293,1,166,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,55,0,15,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,21,679,377,0,22,0,0,0,61,292,0,0,0,0,0,0,0,0,146,73,0,0,0,0,0,2,0,0,0,0,0,0,0
1999-05-31,720,0,131,148,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,92,0,50,0,2,792,0,0,0,1,311,0,0,0,0,0,0,13,74,0,11,0,137,58,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,31,0,0,0,113,0,0,0,0,9,10,0,0,0,0,0,0,6,351,106,0,57,0,0,0,83,176,0,0,0,0,1,0,0,0,185,71,0,0,0,0,0,3,0,0,0,0,0,0,0
1999-06-30,130,0,43,157,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,48,0,0,0,5,0,0,157,0,311,0,0,519,0,0,0,0,30004,0,0,0,0,0,0,0,0,0,0,0,279,26,1,12,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,46,2,0,0,0,20,30,0,0,0,6,0,0,0,9,6,0,50,0,0,0,104,52,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999-07-31,480,0,47,305,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,265,0,91,0,4,588,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,452,150,12,40,0,0,0,0,0,40,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,36,0,23,0,0,0,416,15,0,0,0,2,0,0,0,0,4,0,0,2,0,33,0,23,7,0,0,43,454,0,0,0,0,0,0,0,0,186,148,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-08-31,988,0,98,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,2,0,0,0,149,0,0,0,0,1127,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,156,86,0,0,0,0,0,0,0,0,0,0,3,0,9,0,25,0,0,0,0,9,0,0,0,0,0,0,7,0,10,0,0,0,0,6,0,0,0,2,63,0,0,0,210,0,0,0,0,0,0,22,0,0,0,94,5,0,0,0,0,0,0,0,0,94,21,0,0,0,0,0,1,0,0,0,0,0,0,0
1999-09-30,615,0,75,77,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,156,0,0,0,0,0,0,123,0,61,0,0,742,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,394,0,1,0,0,0,0,0,0,0,0,11,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,0,0,23,9,0,0,0,0,9,0,0,0,420,0,0,0,0,5,0,68,0,0,0,329,15,0,0,0,0,0,0,0,0,86,215,0,0,0,0,0,2,0,0,0,0,0,0,0
1999-10-31,769,0,89,112,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,164,0,0,0,0,0,0,100,0,4,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,204,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,20,0,0,0,0,0,0,32,0,10,0,0,0,25,9,0,0,0,21,5,0,0,0,341,0,0,0,0,30,0,27,0,0,0,252,64,0,0,3,0,0,0,0,0,12,2,0,0,0,0,0,3,0,0,0,0,0,0,0
1999-11-30,124,0,32,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,237,0,135,0,8,0,0,289,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,138,103,2,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,47,0,0,0,0,24,49,0,0,0,178,0,0,0,2,4,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,23,3,0,0,0,0,0,0,0
1999-12-31,69,0,123,6,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,32,0,0,0,0,3,0,144,0,8,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,390,3,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,31,0,0,0,0,0,0,0,0,0,11,0,0,0,507,29,0,1,0,6,0,0,0,0,0,327,20,0,0,0,0,0,0,0,0,26,259,0,0,0,0,0,3,0,0,0,0,0,0,0
2000-01-31,54,0,148,36,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,280,0,0,0,0,187,0,348,0,0,0,0,994,0,3,0,0,0,0,0,0,0,0,0,31,0,0,0,0,186,188,4,0,0,0,0,0,0,7,0,0,0,2,10,0,44,0,3,0,0,0,0,0,0,0,0,0,81,10,67,0,0,0,6,5,0,3,0,0,22,0,0,0,366,0,0,1,0,9,0,11,0,0,1,146,8,0,0,0,0,0,0,0,0,12,173,0,0,0,0,0,3,0,1,0,0,0,0,0
2000-02-29,157,0,139,50,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,176,1,0,0,0,283,0,341,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,48,13,0,0,0,0,0,0,135,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,86,43,74,0,0,0,1850,9,0,0,0,1,164,0,0,0,1366,0,0,6,0,0,0,68,0,0,2,31,46,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0
2000-03-31,317,0,97,103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,57,0,0,0,0,0,0,280,0,0,0,0,281,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,250,13,2,6,4,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,0,0,0,57,0,0,10,0,1,181,0,0,0,944,0,0,4,0,301,0,0,0,0,0,144,61,0,0,0,0,0,0,0,0,27,69,0,0,0,0,0,1,0,0,0,0,0,0,0
2000-04-30,205,0,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,6,0,62,0,366,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,13,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,42,0,0,0,0,2,0,0,0,3,156,0,0,0,140,0,0,24,0,0,0,0,0,0,0,334,262,0,0,0,0,0,0,0,0,9,115,0,0,0,0,0,5,0,0,0,0,0,0,0
2000-05-31,82,0,102,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,78,0,0,0,0,0,0,393,0,0,0,0,99,0,0,0,1081,108,0,0,0,0,0,0,0,0,0,0,0,287,107,1,53,3,0,0,0,0,0,0,0,0,0,14,0,42,0,0,0,0,0,0,0,0,0,0,0,133,0,19,0,0,0,146,19,0,0,0,0,242,0,0,0,291,0,0,3,0,122,0,9,0,0,0,163,247,0,0,0,0,0,0,0,0,13,51,0,0,0,0,0,1,0,0,0,0,0,0,0
2000-06-30,70,0,94,14,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,107,1,0,0,0,0,0,289,0,0,0,0,42,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,307,157,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,29,0,0,0,1,0,0,0,0,0,98,0,0,0,323,0,0,0,0,88,0,29,0,0,1,148,1037,0,0,0,0,0,0,0,0,18,125,0,0,0,0,0,6,0,0,0,0,0,0,0
2000-07-31,1123,0,162,14,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,88,0,0,2,0,240,0,390,0,0,0,0,95,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,6,272,68,7,42,0,0,1,0,0,17,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,11,0,0,0,31,0,0,0,0,0,116,0,0,0,315,0,0,4,0,35,0,4,0,0,2,260,463,0,0,0,0,0,0,0,0,2,466,0,0,0,0,0,3,0,0,0,0,0,0,0
2000-08-31,864,0,59,115,0,0,0,0,4,0,54,0,0,0,0,0,0,0,0,164,2,0,0,0,5,0,385,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,24,4,0,3,0,0,0,0,1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,26,0,0,0,0,1,0,0,0,0,63,0,0,0,126,0,0,4,0,17,0,39,0,0,4,44,12,0,0,0,0,0,0,0,0,20,22,0,0,0,0,289,1,0,0,0,0,0,0,0
2000-09-30,1523,0,46,49,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,220,0,0,0,0,4,0,404,0,0,0,0,228,0,0,0,0,119,0,0,0,0,0,0,40,0,0,0,0,401,78,0,70,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0,0,0,10,11,0,0,0,0,170,0,0,0,37,0,0,2,0,102,0,25,0,0,1,586,482,0,0,0,0,0,0,0,0,8,54,0,0,0,0,8,2,0,0,0,0,0,0,0
2000-10-31,224,0,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345,0,2,0,0,0,0,385,0,0,0,0,163,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,362,40,2,13,17,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,9,0,0,0,0,100,0,0,0,26,0,0,0,0,25,0,0,0,0,7,204,4,0,0,0,0,0,0,0,0,29,16,0,0,1,0,0,1,0,0,0,0,0,0,0
2000-11-30,78,0,52,86,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,67,0,0,0,0,72,0,365,0,0,0,0,193,0,0,0,0,100,0,0,0,0,0,0,4,0,0,0,0,359,148,2,0,48,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,28,0,0,0,1,3,0,0,0,0,86,0,0,0,9,0,0,0,0,0,0,0,0,0,0,104,578,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-12-31,42,0,123,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,107,0,0,0,0,217,0,317,0,0,0,0,262,0,0,0,0,0,0,0,0,0,30,0,165,0,0,0,0,243,33,0,9,28,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,36,0,0,0,54,0,0,8,0,17,0,0,0,0,2,249,30,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,3,0,0,0,0,0,0,0
2001-01-31,384,0,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69,0,0,1,0,0,0,345,0,0,0,0,381,2,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,148,35,6,13,6,0,0,0,0,14,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,15,0,0,0,0,0,82,0,0,0,41,0,0,0,0,2,0,13,0,0,1,159,783,0,0,0,37,3,0,0,0,8,6,0,0,0,0,0,5,0,0,0,0,0,0,0
2001-02-28,1,0,121,158,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,265,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,120,455,3,0,9,0,0,0,0,43,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,82,0,26,0,0,0,0,0,0,0,0,1,44,0,0,0,55,0,0,18,0,0,0,0,0,0,0,12,37,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2001-03-31,11,0,161,174,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,64,0,0,0,0,224,0,336,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,106,70,4,0,11,0,0,0,0,48,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,0,0,0,0,0,29,0,0,0,20,0,0,0,0,32,0,33,0,0,3,65,0,0,0,0,0,0,0,0,0,19,59,0,0,0,0,0,3,0,0,0,0,0,0,0
